1.471446903604784211e+02,-1.995923608994145866e+02,-7.926419200158649403e+01,-3.967303212114849792e-02,3.241027655701279181e-02,7.011670723213509274e-03,8.983718983859096535e-03,8.284795547976263330e-02,-1.625732568188685209e-02,-1.611393868248609806e-01
-1.995923608994133360e+02,3.390449676153065184e+02,7.326359439937203888e+01,8.766212828025680970e-02,-6.513596938942180226e-02,2.588744923555762710e-03,-1.714593598272309881e-03,1.467903076625689564e-02,2.831399232694081433e-02,1.767246755729438568e-01
-7.926419200159104150e+01,7.326359439937877482e+01,6.674807130112365883e+01,-1.182408470150693967e-02,-6.610506334781777321e-03,-2.714739102215305705e-02,-2.410447907106528804e-03,-1.194046389915347783e-01,3.365996019071244849e-02,8.434292589797343087e-02
-3.967303212112759797e-02,8.766212828022881820e-02,-1.182408470151917641e-02,9.005835181377919423e-04,-9.744760412184264302e-05,7.854965131507432542e-05,-1.006159784903149624e-04,2.479707319100550502e-04,6.311357574602674493e-05,9.939518827573302310e-05
3.241027655700820520e-02,-6.513596938941575154e-02,-6.610506334778240220e-03,-9.744760412184731864e-05,3.429014186161122898e-05,-2.763967682122122079e-05,9.440311622374944296e-06,-1.145263736078011167e-04,-2.010385939457717651e-05,-3.068913227116196337e-05
7.011670723247904503e-03,2.588744923511088376e-03,-2.714739102217302372e-02,7.854965131507337674e-05,-2.763967682121411587e-05,1.524168379994574767e-04,-1.065102439601372429e-04,6.164556940409319499e-05,-2.200026795193525827e-04,1.045978743755225898e-04
8.983718983828230600e-03,-1.714593598234728398e-03,-2.410447907086751222e-03,-1.006159784903165209e-04,9.440311622369426724e-06,-1.065102439601422980e-04,2.073190755960466734e-04,1.340913027140075344e-04,1.262031614084807899e-04,-2.510589065193470767e-04
8.284795547976951668e-02,1.467903076623614661e-02,-1.194046389915306428e-01,2.479707319100313062e-04,-1.145263736077939068e-04,6.164556940406645585e-05,1.340913027140354526e-04,2.318159128323982274e-03,1.648744852521847823e-04,-7.868651455650852496e-04
-1.625732568195704941e-02,2.831399232703265753e-02,3.365996019075267326e-02,6.311357574602749032e-05,-2.010385939459144732e-05,-2.200026795193556998e-04,1.262031614084758839e-04,1.648744852521436910e-04,1.165798452631895731e-03,-2.318828039133234297e-04
-1.611393868248289507e-01,1.767246755729100227e-01,8.434292589794603612e-02,9.939518827575966736e-05,-3.068913227116140094e-05,1.045978743755659579e-04,-2.510589065193838312e-04,-7.868651455650577109e-04,-2.318828039134029288e-04,9.064522375210230061e-04
